timestamp,vibration_mms,temperature_c,rpm
2026-09-20 14:07:54.747986,0.452,64.25,1767.2
2026-09-20 14:07:55.747986,0.42,68.45,1769.9
2026-09-20 14:07:56.747986,0.51,64.2,1742.3
2026-09-20 14:07:57.747986,0.462,65.45,1744.5
2026-09-20 14:07:58.747986,0.429,66.87,1758.6
2026-09-20 14:07:59.747986,0.468,62.16,1746.1
2026-09-20 14:08:00.747986,0.446,61.48,1749.5
2026-09-20 14:08:01.747986,0.584,61.95,1750.3
2026-09-20 14:08:02.747986,0.544,67.53,1730.8
2026-09-20 14:08:03.747986,0.5,63.9,1749.9
2026-09-20 14:08:04.747986,0.574,70.12,1743.1
2026-09-20 14:08:05.747986,0.504,63.87,1745.1
2026-09-20 14:08:06.747986,0.457,65.37,1764.4
2026-09-20 14:08:07.747986,0.576,68.08,1737.4
2026-09-20 14:08:08.747986,0.527,69.01,1758.1
2026-09-20 14:08:09.747986,0.448,69.12,1747.2
2026-09-20 14:08:10.747986,0.49,67.42,1747.2
2026-09-20 14:08:11.747986,0.456,67.05,1757.9
2026-09-20 14:08:12.747986,0.431,66.19,1753.4
2026-09-20 14:08:13.747986,0.546,66.56,1755.7
2026-09-20 14:08:14.747986,0.595,63.9,1759.7
2026-09-20 14:08:15.747986,0.43,63.36,1746.7
2026-09-20 14:08:16.747986,0.528,64.99,1743.9
2026-09-20 14:08:17.747986,0.467,64.66,1739.1
2026-09-20 14:08:18.747986,0.476,64.09,1741.7
2026-09-20 14:08:19.747986,0.47,66.39,1779.5
2026-09-20 14:08:20.747986,0.457,66.91,1762.4
2026-09-20 14:08:21.747986,0.502,65.18,1736.5
2026-09-20 14:08:22.747986,0.458,67.96,1736.8
2026-09-20 14:08:23.747986,0.514,62.72,1754.8
2026-09-20 14:08:24.747986,0.497,64.61,1755.5
2026-09-20 14:08:25.747986,0.488,63.57,1755.5
2026-09-20 14:08:26.747986,0.455,61.27,1747.5
2026-09-20 14:08:27.747986,0.471,64.83,1748.7
2026-09-20 14:08:28.747986,0.538,64.76,1753.3
2026-09-20 14:08:29.747986,0.525,68.03,1750.9
2026-09-20 14:08:30.747986,0.451,66.26,1727.8
2026-09-20 14:08:31.747986,0.505,62.95,1747.7
2026-09-20 14:08:32.747986,0.538,68.71,1741.5
2026-09-20 14:08:33.747986,0.417,67.44,1751.8
2026-09-20 14:08:34.747986,0.527,66.16,1779.9
2026-09-20 14:08:35.747986,0.467,64.55,1753.7
2026-09-20 14:08:36.747986,0.529,63.08,1746.9
2026-09-20 14:08:37.747986,0.462,64.26,1759.2
2026-09-20 14:08:38.747986,0.41,67.18,1754.8
2026-09-20 14:08:39.747986,0.419,68.77,1754.2
2026-09-20 14:08:40.747986,0.502,68.09,1756.1
2026-09-20 14:08:41.747986,0.513,64.02,1770.6
2026-09-20 14:08:42.747986,0.455,62.76,1738.7
2026-09-20 14:08:43.747986,0.532,65.28,1754.7
2026-09-20 14:08:44.747986,0.417,61.46,1740.7
2026-09-20 14:08:45.747986,0.497,65.65,1755.6
2026-09-20 14:08:46.747986,0.439,64.7,1740.8
2026-09-20 14:08:47.747986,0.467,64.07,1745.8
2026-09-20 14:08:48.747986,0.502,61.81,1747.0
2026-09-20 14:08:49.747986,0.457,66.03,1759.8
2026-09-20 14:08:50.747986,0.481,63.93,1759.2
2026-09-20 14:08:51.747986,0.55,62.66,1737.5
2026-09-20 14:08:52.747986,0.471,59.26,1750.5
2026-09-20 14:08:53.747986,0.542,64.94,1742.9
2026-09-20 14:08:54.747986,0.444,68.54,1737.4
2026-09-20 14:08:55.747986,0.526,68.32,1747.8
2026-09-20 14:08:56.747986,0.572,64.09,1746.9
2026-09-20 14:08:57.747986,0.376,63.8,1774.3
2026-09-20 14:08:58.747986,0.46,65.94,1754.3
2026-09-20 14:08:59.747986,0.529,63.0,1736.2
2026-09-20 14:09:00.747986,0.49,65.6,1744.4
2026-09-20 14:09:01.747986,0.519,66.53,1760.2
2026-09-20 14:09:02.747986,0.47,67.45,1770.9
2026-09-20 14:09:03.747986,0.504,64.8,1734.1
2026-09-20 14:09:04.747986,0.492,64.59,1731.2
2026-09-20 14:09:05.747986,0.558,63.24,1768.7
2026-09-20 14:09:06.747986,0.513,63.35,1753.9
2026-09-20 14:09:07.747986,0.517,64.55,1741.3
2026-09-20 14:09:08.747986,0.479,65.73,1755.3
2026-09-20 14:09:09.747986,0.476,66.83,1723.6
2026-09-20 14:09:10.747986,0.478,63.39,1750.0
2026-09-20 14:09:11.747986,0.52,67.99,1753.3
2026-09-20 14:09:12.747986,0.479,64.46,1759.2
2026-09-20 14:09:13.747986,0.514,64.96,1739.9
2026-09-20 14:09:14.747986,0.604,63.51,1750.9
2026-09-20 14:09:15.747986,0.544,60.15,1740.7
2026-09-20 14:09:16.747986,0.484,66.77,1752.6
2026-09-20 14:09:17.747986,0.56,66.47,1741.0
2026-09-20 14:09:18.747986,0.48,64.44,1745.9
2026-09-20 14:09:19.747986,0.398,65.13,1740.0
2026-09-20 14:09:20.747986,0.45,66.03,1756.5
2026-09-20 14:09:21.747986,0.406,61.87,1758.6
2026-09-20 14:09:22.747986,0.482,63.94,1747.7
2026-09-20 14:09:23.747986,0.501,66.59,1750.4
2026-09-20 14:09:24.747986,0.584,62.49,1735.5
2026-09-20 14:09:25.747986,0.516,65.59,1747.0
2026-09-20 14:09:26.747986,0.489,62.29,1749.5
2026-09-20 14:09:27.747986,0.541,65.93,1776.2
2026-09-20 14:09:28.747986,0.389,64.93,1738.9
2026-09-20 14:09:29.747986,0.512,61.77,1764.6
2026-09-20 14:09:30.747986,0.539,67.33,1760.0
2026-09-20 14:09:31.747986,0.426,63.53,1752.8
2026-09-20 14:09:32.747986,0.557,63.38,1767.6
2026-09-20 14:09:33.747986,0.517,65.4,1753.7
2026-09-20 14:09:34.747986,0.479,67.3,1753.9
2026-09-20 14:09:35.747986,0.532,62.97,1749.5
2026-09-20 14:09:36.747986,0.614,65.12,1762.2
2026-09-20 14:09:37.747986,0.509,65.86,1761.0
2026-09-20 14:09:38.747986,0.512,66.39,1743.7
2026-09-20 14:09:39.747986,0.477,65.35,1736.8
2026-09-20 14:09:40.747986,0.458,64.27,1748.0
2026-09-20 14:09:41.747986,0.542,63.34,1742.0
2026-09-20 14:09:42.747986,0.457,65.17,1749.4
2026-09-20 14:09:43.747986,0.504,62.86,1762.4
2026-09-20 14:09:44.747986,0.476,59.16,1745.4
2026-09-20 14:09:45.747986,0.524,65.87,1749.6
2026-09-20 14:09:46.747986,0.517,66.81,1750.6
2026-09-20 14:09:47.747986,0.552,60.27,1758.5
2026-09-20 14:09:48.747986,0.474,62.98,1727.5
2026-09-20 14:09:49.747986,0.487,66.24,1743.9
2026-09-20 14:09:50.747986,0.451,69.11,1752.1
2026-09-20 14:09:51.747986,0.478,65.04,1762.0
2026-09-20 14:09:52.747986,0.519,63.54,1745.1
2026-09-20 14:09:53.747986,0.538,64.63,1731.2
2026-09-20 14:09:54.747986,0.454,67.75,1756.2
2026-09-20 14:09:55.747986,0.543,63.71,1743.6
2026-09-20 14:09:56.747986,0.568,63.4,1738.1
2026-09-20 14:09:57.747986,0.521,64.03,1743.8
2026-09-20 14:09:58.747986,0.594,63.09,1748.2
2026-09-20 14:09:59.747986,0.461,65.25,1744.0
2026-09-20 14:10:00.747986,0.438,68.25,1727.9
2026-09-20 14:10:01.747986,0.411,65.65,1759.0
2026-09-20 14:10:02.747986,0.575,64.5,1762.7
2026-09-20 14:10:03.747986,0.533,64.42,1756.5
2026-09-20 14:10:04.747986,0.497,61.87,1738.6
2026-09-20 14:10:05.747986,0.514,66.77,1748.0
2026-09-20 14:10:06.747986,0.444,64.84,1749.9
2026-09-20 14:10:07.747986,0.622,64.64,1756.0
2026-09-20 14:10:08.747986,0.506,71.39,1756.7
2026-09-20 14:10:09.747986,0.505,65.6,1742.7
2026-09-20 14:10:10.747986,0.536,63.5,1750.8
2026-09-20 14:10:11.747986,0.524,64.15,1754.6
2026-09-20 14:10:12.747986,0.511,67.3,1764.6
2026-09-20 14:10:13.747986,0.46,65.23,1757.0
2026-09-20 14:10:14.747986,0.524,62.12,1757.9
2026-09-20 14:10:15.747986,0.594,66.84,1750.8
2026-09-20 14:10:16.747986,0.567,63.66,1764.1
2026-09-20 14:10:17.747986,0.58,68.75,1754.1
2026-09-20 14:10:18.747986,0.474,67.16,1741.4
2026-09-20 14:10:19.747986,0.451,64.11,1764.0
2026-09-20 14:10:20.747986,0.494,67.56,1757.0
2026-09-20 14:10:21.747986,0.503,65.14,1745.6
2026-09-20 14:10:22.747986,0.555,66.71,1745.2
2026-09-20 14:10:23.747986,0.415,65.97,1753.0
2026-09-20 14:10:24.747986,0.576,63.31,1754.6
2026-09-20 14:10:25.747986,0.492,63.71,1752.0
2026-09-20 14:10:26.747986,0.479,67.06,1753.1
2026-09-20 14:10:27.747986,0.449,64.33,1767.0
2026-09-20 14:10:28.747986,0.417,64.19,1760.7
2026-09-20 14:10:29.747986,0.541,63.09,1751.9
2026-09-20 14:10:30.747986,0.504,65.85,1759.4
2026-09-20 14:10:31.747986,0.436,69.13,1739.7
2026-09-20 14:10:32.747986,0.435,62.86,1754.0
2026-09-20 14:10:33.747986,0.483,65.05,1768.1
2026-09-20 14:10:34.747986,0.583,67.82,1747.8
2026-09-20 14:10:35.747986,0.487,64.84,1741.5
2026-09-20 14:10:36.747986,0.425,65.9,1743.5
2026-09-20 14:10:37.747986,0.488,62.88,1739.1
2026-09-20 14:10:38.747986,0.486,65.86,1742.2
2026-09-20 14:10:39.747986,0.365,64.63,1746.3
2026-09-20 14:10:40.747986,0.497,66.97,1735.9
2026-09-20 14:10:41.747986,0.488,67.37,1750.2
2026-09-20 14:10:42.747986,0.535,70.18,1759.0
2026-09-20 14:10:43.747986,0.592,66.16,1740.9
2026-09-20 14:10:44.747986,0.556,65.65,1765.2
2026-09-20 14:10:45.747986,0.487,65.39,1755.1
2026-09-20 14:10:46.747986,0.445,64.29,1760.3
2026-09-20 14:10:47.747986,0.629,65.68,1743.4
2026-09-20 14:10:48.747986,0.503,64.41,1758.5
2026-09-20 14:10:49.747986,0.501,65.34,1739.1
2026-09-20 14:10:50.747986,0.499,67.64,1758.9
2026-09-20 14:10:51.747986,0.51,62.99,1751.7
2026-09-20 14:10:52.747986,0.493,67.28,1755.5
2026-09-20 14:10:53.747986,0.471,67.63,1738.2
2026-09-20 14:10:54.747986,0.473,64.76,1741.0
2026-09-20 14:10:55.747986,0.498,60.76,1756.0
2026-09-20 14:10:56.747986,0.473,63.78,1740.5
2026-09-20 14:10:57.747986,0.464,67.59,1754.6
2026-09-20 14:10:58.747986,0.505,64.95,1736.3
2026-09-20 14:10:59.747986,0.487,63.0,1758.5
2026-09-20 14:11:00.747986,0.575,63.99,1737.7
2026-09-20 14:11:01.747986,0.367,66.68,1755.5
2026-09-20 14:11:02.747986,0.555,66.09,1756.3
2026-09-20 14:11:03.747986,0.562,64.52,1743.0
2026-09-20 14:11:04.747986,0.396,64.27,1755.8
2026-09-20 14:11:05.747986,0.483,64.22,1752.6
2026-09-20 14:11:06.747986,0.481,63.16,1744.6
2026-09-20 14:11:07.747986,0.43,68.23,1739.9
2026-09-20 14:11:08.747986,0.461,64.36,1730.4
2026-09-20 14:11:09.747986,0.444,67.43,1753.5
2026-09-20 14:11:10.747986,0.588,68.04,1734.4
2026-09-20 14:11:11.747986,0.547,67.0,1751.0
2026-09-20 14:11:12.747986,0.564,64.14,1747.4
2026-09-20 14:11:13.747986,0.536,65.81,1756.8
2026-09-20 14:11:14.747986,0.444,64.95,1747.0
2026-09-20 14:11:15.747986,0.474,63.19,1746.7
2026-09-20 14:11:16.747986,0.524,65.65,1757.3
2026-09-20 14:11:17.747986,0.439,62.64,1753.4
2026-09-20 14:11:18.747986,0.536,67.38,1753.2
2026-09-20 14:11:19.747986,0.488,64.07,1754.7
2026-09-20 14:11:20.747986,0.481,65.4,1734.6
2026-09-20 14:11:21.747986,0.536,65.57,1757.6
2026-09-20 14:11:22.747986,0.522,64.48,1756.1
2026-09-20 14:11:23.747986,0.482,66.17,1739.8
2026-09-20 14:11:24.747986,0.558,64.05,1747.6
2026-09-20 14:11:25.747986,0.446,66.74,1749.6
2026-09-20 14:11:26.747986,0.531,62.31,1748.7
2026-09-20 14:11:27.747986,0.53,65.25,1753.3
2026-09-20 14:11:28.747986,0.485,68.88,1764.3
2026-09-20 14:11:29.747986,0.516,63.0,1760.8
2026-09-20 14:11:30.747986,0.437,63.64,1736.9
2026-09-20 14:11:31.747986,0.546,66.03,1756.2
2026-09-20 14:11:32.747986,0.491,65.36,1763.3
2026-09-20 14:11:33.747986,0.474,65.7,1753.9
2026-09-20 14:11:34.747986,0.552,65.98,1760.9
2026-09-20 14:11:35.747986,0.465,66.27,1770.1
2026-09-20 14:11:36.747986,0.43,67.22,1760.2
2026-09-20 14:11:37.747986,0.422,65.82,1752.5
2026-09-20 14:11:38.747986,0.53,64.52,1760.5
2026-09-20 14:11:39.747986,0.436,66.35,1751.4
2026-09-20 14:11:40.747986,0.588,68.8,1750.2
2026-09-20 14:11:41.747986,0.396,64.73,1746.5
2026-09-20 14:11:42.747986,0.585,63.05,1765.6
2026-09-20 14:11:43.747986,0.511,67.21,1741.8
2026-09-20 14:11:44.747986,0.495,64.76,1765.3
2026-09-20 14:11:45.747986,0.473,60.65,1755.0
2026-09-20 14:11:46.747986,0.52,66.69,1736.0
2026-09-20 14:11:47.747986,0.498,63.93,1753.7
2026-09-20 14:11:48.747986,0.555,64.82,1729.0
2026-09-20 14:11:49.747986,0.506,65.66,1756.3
2026-09-20 14:11:50.747986,0.508,65.38,1758.9
2026-09-20 14:11:51.747986,0.482,66.42,1744.1
2026-09-20 14:11:52.747986,0.497,64.13,1751.2
2026-09-20 14:11:53.747986,0.515,66.03,1769.5
2026-09-20 14:11:54.747986,0.414,64.48,1744.9
2026-09-20 14:11:55.747986,0.433,66.48,1739.4
2026-09-20 14:11:56.747986,0.537,66.23,1764.8
2026-09-20 14:11:57.747986,0.509,63.13,1769.6
2026-09-20 14:11:58.747986,0.491,67.17,1750.0
2026-09-20 14:11:59.747986,0.501,63.93,1760.1
2026-09-20 14:12:00.747986,0.517,66.62,1763.4
2026-09-20 14:12:01.747986,0.473,65.73,1742.6
2026-09-20 14:12:02.747986,0.461,68.68,1745.1
2026-09-20 14:12:03.747986,0.51,64.55,1762.3
2026-09-20 14:12:04.747986,0.451,64.3,1766.9
2026-09-20 14:12:05.747986,0.52,64.96,1755.6
2026-09-20 14:12:06.747986,0.415,64.39,1741.2
2026-09-20 14:12:07.747986,0.551,66.6,1769.9
2026-09-20 14:12:08.747986,0.524,61.77,1744.7
2026-09-20 14:12:09.747986,0.513,62.89,1746.6
2026-09-20 14:12:10.747986,0.549,62.86,1753.4
2026-09-20 14:12:11.747986,0.583,66.9,1765.5
2026-09-20 14:12:12.747986,0.551,68.42,1758.5
2026-09-20 14:12:13.747986,0.408,64.79,1754.1
2026-09-20 14:12:14.747986,0.436,64.66,1754.6
2026-09-20 14:12:15.747986,0.469,65.14,1750.4
2026-09-20 14:12:16.747986,0.501,67.32,1755.6
2026-09-20 14:12:17.747986,0.526,63.15,1724.7
2026-09-20 14:12:18.747986,0.464,65.48,1747.0
2026-09-20 14:12:19.747986,0.509,66.95,1752.4
2026-09-20 14:12:20.747986,0.462,66.0,1738.5
2026-09-20 14:12:21.747986,0.469,65.38,1753.9
2026-09-20 14:12:22.747986,0.43,67.0,1748.0
2026-09-20 14:12:23.747986,0.454,59.59,1767.6
2026-09-20 14:12:24.747986,0.432,66.36,1765.7
2026-09-20 14:12:25.747986,0.451,63.69,1745.3
2026-09-20 14:12:26.747986,0.553,61.34,1748.5
2026-09-20 14:12:27.747986,0.453,66.02,1749.3
2026-09-20 14:12:28.747986,0.632,67.75,1745.5
2026-09-20 14:12:29.747986,0.525,64.73,1752.0
2026-09-20 14:12:30.747986,0.509,66.91,1742.4
2026-09-20 14:12:31.747986,0.457,68.22,1738.7
2026-09-20 14:12:32.747986,0.535,67.63,1756.2
2026-09-20 14:12:33.747986,0.471,68.28,1756.3
2026-09-20 14:12:34.747986,0.506,66.48,1742.0
2026-09-20 14:12:35.747986,0.628,65.15,1759.0
2026-09-20 14:12:36.747986,0.495,61.8,1743.7
2026-09-20 14:12:37.747986,0.557,64.51,1752.5
2026-09-20 14:12:38.747986,0.465,63.31,1758.2
2026-09-20 14:12:39.747986,0.498,69.34,1749.7
2026-09-20 14:12:40.747986,0.589,64.65,1754.5
2026-09-20 14:12:41.747986,0.469,65.25,1744.8
2026-09-20 14:12:42.747986,0.591,66.1,1748.0
2026-09-20 14:12:43.747986,0.535,65.09,1747.9
2026-09-20 14:12:44.747986,0.472,68.39,1742.5
2026-09-20 14:12:45.747986,0.532,63.75,1748.2
2026-09-20 14:12:46.747986,0.549,65.39,1734.5
2026-09-20 14:12:47.747986,0.531,63.52,1745.1
2026-09-20 14:12:48.747986,0.421,62.36,1747.2
2026-09-20 14:12:49.747986,0.464,63.78,1747.4
2026-09-20 14:12:50.747986,0.488,64.93,1747.6
2026-09-20 14:12:51.747986,0.496,64.14,1749.4
2026-09-20 14:12:52.747986,0.531,63.62,1754.8
2026-09-20 14:12:53.747986,0.509,62.19,1758.7
2026-09-20 14:12:54.747986,0.433,64.83,1743.5
2026-09-20 14:12:55.747986,0.519,61.99,1738.0
2026-09-20 14:12:56.747986,0.531,66.52,1739.6
2026-09-20 14:12:57.747986,0.528,65.16,1745.1
2026-09-20 14:12:58.747986,0.554,62.08,1746.5
2026-09-20 14:12:59.747986,0.542,64.38,1742.3
2026-09-20 14:13:00.747986,0.523,63.5,1737.0
2026-09-20 14:13:01.747986,0.496,65.64,1745.4
2026-09-20 14:13:02.747986,0.417,67.68,1751.8
2026-09-20 14:13:03.747986,0.521,61.25,1756.0
2026-09-20 14:13:04.747986,0.51,65.23,1744.4
2026-09-20 14:13:05.747986,0.514,64.68,1745.9
2026-09-20 14:13:06.747986,0.436,66.34,1740.7
2026-09-20 14:13:07.747986,0.446,65.43,1749.7
2026-09-20 14:13:08.747986,0.553,63.5,1741.5
2026-09-20 14:13:09.747986,0.498,64.36,1755.7
2026-09-20 14:13:10.747986,0.534,63.41,1732.1
2026-09-20 14:13:11.747986,0.501,67.15,1746.4
2026-09-20 14:13:12.747986,0.501,65.04,1753.0
2026-09-20 14:13:13.747986,0.356,68.89,1751.8
2026-09-20 14:13:14.747986,0.401,65.19,1776.9
2026-09-20 14:13:15.747986,0.489,63.9,1753.5
2026-09-20 14:13:16.747986,0.703,62.91,1740.0
2026-09-20 14:13:17.747986,0.584,61.32,1749.0
2026-09-20 14:13:18.747986,0.414,62.0,1732.2
2026-09-20 14:13:19.747986,0.635,65.75,1749.2
2026-09-20 14:13:20.747986,0.409,67.14,1741.7
2026-09-20 14:13:21.747986,0.772,63.09,1759.2
2026-09-20 14:13:22.747986,0.521,67.92,1744.5
2026-09-20 14:13:23.747986,0.607,65.63,1748.8
2026-09-20 14:13:24.747986,0.749,65.81,1743.6
2026-09-20 14:13:25.747986,0.594,70.26,1767.4
2026-09-20 14:13:26.747986,0.533,68.86,1746.8
2026-09-20 14:13:27.747986,0.669,66.24,1768.3
2026-09-20 14:13:28.747986,0.718,65.62,1758.1
2026-09-20 14:13:29.747986,0.562,61.48,1754.8
2026-09-20 14:13:30.747986,0.475,65.01,1753.7
2026-09-20 14:13:31.747986,0.685,66.02,1753.9
2026-09-20 14:13:32.747986,0.847,65.3,1730.7
2026-09-20 14:13:33.747986,0.845,66.22,1747.2
2026-09-20 14:13:34.747986,0.788,67.64,1758.5
2026-09-20 14:13:35.747986,0.85,67.45,1749.5
2026-09-20 14:13:36.747986,0.886,66.36,1735.9
2026-09-20 14:13:37.747986,0.592,67.89,1749.5
2026-09-20 14:13:38.747986,0.848,67.9,1767.0
2026-09-20 14:13:39.747986,0.925,65.01,1762.5
2026-09-20 14:13:40.747986,0.858,71.16,1749.4
2026-09-20 14:13:41.747986,0.78,68.01,1759.5
2026-09-20 14:13:42.747986,0.854,67.93,1746.3
2026-09-20 14:13:43.747986,0.561,69.22,1733.0
2026-09-20 14:13:44.747986,0.778,67.57,1740.8
2026-09-20 14:13:45.747986,0.897,69.59,1765.6
2026-09-20 14:13:46.747986,0.778,69.85,1747.3
2026-09-20 14:13:47.747986,0.931,66.55,1747.6
2026-09-20 14:13:48.747986,0.996,69.34,1747.0
2026-09-20 14:13:49.747986,0.996,66.83,1769.0
2026-09-20 14:13:50.747986,0.932,68.31,1766.3
2026-09-20 14:13:51.747986,0.93,68.84,1772.2
2026-09-20 14:13:52.747986,0.959,68.97,1748.4
2026-09-20 14:13:53.747986,1.061,68.77,1753.0
2026-09-20 14:13:54.747986,1.065,66.79,1734.8
2026-09-20 14:13:55.747986,0.913,67.29,1764.8
2026-09-20 14:13:56.747986,1.082,70.04,1738.3
2026-09-20 14:13:57.747986,1.133,69.66,1752.2
2026-09-20 14:13:58.747986,0.885,67.85,1739.0
2026-09-20 14:13:59.747986,1.208,72.38,1744.1
2026-09-20 14:14:00.747986,1.18,67.62,1741.6
2026-09-20 14:14:01.747986,1.114,71.88,1743.9
2026-09-20 14:14:02.747986,1.209,69.85,1744.6
2026-09-20 14:14:03.747986,0.96,69.03,1744.5
2026-09-20 14:14:04.747986,1.042,73.83,1758.3
2026-09-20 14:14:05.747986,1.093,68.16,1739.0
2026-09-20 14:14:06.747986,1.147,72.69,1752.2
2026-09-20 14:14:07.747986,1.423,72.61,1762.2
2026-09-20 14:14:08.747986,1.077,69.26,1744.9
2026-09-20 14:14:09.747986,1.106,72.97,1742.8
2026-09-20 14:14:10.747986,1.26,69.87,1747.7
2026-09-20 14:14:11.747986,1.081,72.0,1761.8
2026-09-20 14:14:12.747986,1.233,72.17,1751.9
2026-09-20 14:14:13.747986,1.296,70.64,1744.7
2026-09-20 14:14:14.747986,1.157,72.78,1754.8
2026-09-20 14:14:15.747986,1.347,72.37,1739.0
2026-09-20 14:14:16.747986,1.328,68.42,1756.8
2026-09-20 14:14:17.747986,1.122,74.37,1754.1
2026-09-20 14:14:18.747986,1.329,69.18,1746.9
2026-09-20 14:14:19.747986,1.519,73.26,1741.6
2026-09-20 14:14:20.747986,1.36,73.8,1741.1
2026-09-20 14:14:21.747986,1.41,69.77,1755.3
2026-09-20 14:14:22.747986,1.537,71.44,1762.3
2026-09-20 14:14:23.747986,1.244,69.72,1743.6
2026-09-20 14:14:24.747986,1.522,71.27,1754.6
2026-09-20 14:14:25.747986,1.356,72.06,1729.1
2026-09-20 14:14:26.747986,1.544,74.26,1744.2
2026-09-20 14:14:27.747986,1.355,74.6,1749.7
2026-09-20 14:14:28.747986,1.714,76.01,1740.9
2026-09-20 14:14:29.747986,1.506,72.1,1740.6
2026-09-20 14:14:30.747986,1.534,72.39,1743.3
2026-09-20 14:14:31.747986,1.502,69.51,1752.9
2026-09-20 14:14:32.747986,1.527,71.6,1748.1
2026-09-20 14:14:33.747986,1.751,74.54,1727.6
2026-09-20 14:14:34.747986,1.505,76.39,1728.8
2026-09-20 14:14:35.747986,1.309,69.7,1743.9
2026-09-20 14:14:36.747986,1.483,72.6,1754.6
2026-09-20 14:14:37.747986,1.571,72.61,1722.5
2026-09-20 14:14:38.747986,1.691,74.85,1745.0
2026-09-20 14:14:39.747986,1.604,71.86,1744.7
2026-09-20 14:14:40.747986,1.697,74.49,1763.9
2026-09-20 14:14:41.747986,1.44,72.58,1746.1
2026-09-20 14:14:42.747986,1.688,73.77,1753.8
2026-09-20 14:14:43.747986,1.49,75.85,1751.4
2026-09-20 14:14:44.747986,1.745,72.91,1728.7
2026-09-20 14:14:45.747986,1.7,74.01,1757.7
2026-09-20 14:14:46.747986,1.769,74.3,1752.2
2026-09-20 14:14:47.747986,1.664,73.67,1755.1
2026-09-20 14:14:48.747986,1.854,73.27,1789.3
2026-09-20 14:14:49.747986,1.802,74.97,1729.2
2026-09-20 14:14:50.747986,1.784,77.47,1767.2
2026-09-20 14:14:51.747986,1.779,75.39,1747.1
2026-09-20 14:14:52.747986,1.761,74.93,1752.9
2026-09-20 14:14:53.747986,1.704,76.61,1749.5
2026-09-20 14:14:54.747986,1.835,74.01,1745.8
2026-09-20 14:14:55.747986,1.948,77.71,1744.3
2026-09-20 14:14:56.747986,1.965,75.58,1753.3
2026-09-20 14:14:57.747986,1.743,75.79,1734.8
2026-09-20 14:14:58.747986,1.858,76.98,1757.5
2026-09-20 14:14:59.747986,1.634,72.78,1745.8
2026-09-20 14:15:00.747986,1.939,73.68,1738.7
2026-09-20 14:15:01.747986,1.934,74.35,1745.5
2026-09-20 14:15:02.747986,1.791,76.24,1762.6
2026-09-20 14:15:03.747986,1.75,78.93,1744.6
2026-09-20 14:15:04.747986,1.877,80.84,1753.6
2026-09-20 14:15:05.747986,1.889,78.58,1742.7
2026-09-20 14:15:06.747986,1.878,76.85,1757.6
2026-09-20 14:15:07.747986,1.966,72.67,1756.9
2026-09-20 14:15:08.747986,1.984,75.68,1768.5
2026-09-20 14:15:09.747986,1.968,75.06,1748.2
2026-09-20 14:15:10.747986,1.904,75.03,1756.7
2026-09-20 14:15:11.747986,2.065,77.08,1751.0
2026-09-20 14:15:12.747986,2.17,77.18,1763.0
2026-09-20 14:15:13.747986,2.013,73.2,1742.8
2026-09-20 14:15:14.747986,1.908,78.2,1757.5
2026-09-20 14:15:15.747986,2.088,74.34,1748.1
2026-09-20 14:15:16.747986,1.974,77.97,1749.4
2026-09-20 14:15:17.747986,2.104,82.16,1750.9
2026-09-20 14:15:18.747986,2.068,75.96,1752.5
2026-09-20 14:15:19.747986,1.864,72.6,1748.8
2026-09-20 14:15:20.747986,2.246,76.9,1752.1
2026-09-20 14:15:21.747986,2.194,79.52,1765.8
2026-09-20 14:15:22.747986,2.076,82.3,1759.9
2026-09-20 14:15:23.747986,2.096,76.06,1758.7
2026-09-20 14:15:24.747986,2.236,78.39,1745.4
2026-09-20 14:15:25.747986,1.913,78.13,1741.1
2026-09-20 14:15:26.747986,2.21,78.44,1759.6
2026-09-20 14:15:27.747986,2.21,84.46,1758.8
2026-09-20 14:15:28.747986,2.215,74.89,1764.7
2026-09-20 14:15:29.747986,2.253,78.49,1744.0
2026-09-20 14:15:30.747986,2.154,79.63,1747.7
2026-09-20 14:15:31.747986,2.293,81.29,1733.6
2026-09-20 14:15:32.747986,2.191,80.06,1746.1
2026-09-20 14:15:33.747986,2.279,80.04,1760.0
2026-09-20 14:15:34.747986,2.102,78.27,1745.3
2026-09-20 14:15:35.747986,2.307,79.3,1756.4
2026-09-20 14:15:36.747986,2.231,79.3,1748.1
2026-09-20 14:15:37.747986,2.445,80.23,1753.2
2026-09-20 14:15:38.747986,2.315,79.65,1738.5
2026-09-20 14:15:39.747986,2.187,80.29,1750.9
2026-09-20 14:15:40.747986,2.241,80.51,1720.1
2026-09-20 14:15:41.747986,2.346,82.47,1748.1
2026-09-20 14:15:42.747986,2.294,79.8,1733.7
2026-09-20 14:15:43.747986,2.457,76.27,1762.1
2026-09-20 14:15:44.747986,2.378,82.53,1757.8
2026-09-20 14:15:45.747986,2.056,78.68,1754.7
2026-09-20 14:15:46.747986,2.457,79.11,1765.2
2026-09-20 14:15:47.747986,2.327,78.99,1740.5
2026-09-20 14:15:48.747986,2.34,83.24,1767.5
2026-09-20 14:15:49.747986,2.353,76.45,1759.3
2026-09-20 14:15:50.747986,2.506,85.99,1747.6
2026-09-20 14:15:51.747986,2.646,83.22,1761.4
2026-09-20 14:15:52.747986,2.551,80.94,1738.9
2026-09-20 14:15:53.747986,2.482,80.39,1741.8
2026-09-20 14:15:54.747986,2.635,80.91,1743.9
2026-09-20 14:15:55.747986,2.499,81.43,1744.7
